Trip_ID,Customer_ID_x,Driver_ID_x,Pickup_Location_ID,Drop_Location_ID,Start_Time,End_Time,Start_Time_Dim_ID,End_Time_Dim_ID,Day_of_Week_x,Month_x,Quarter_x,Is_Peak_Hour_x,Is_Night_Ride,Is_Weekend,Vehicle_Type_x,Distance_KM,Duration_Minutes,Fare_Amount_INR,Discount_Amount_INR,Final_Fare_INR,Tip_Amount_INR,Surge_Multiplier,Trip_Status,Cancellation_Reason,Payment_Method,Promo_Applied,Trip_Purpose,Driver_Rating_Given,Customer_Rating_Given,Name_x,Gender,Age_Group,City_x,Area_x,Phone_x,Registration_Date,Registration_Channel,Membership_Tier,Is_Active,Preferred_Payment,Preferred_Vehicle,Ride_Type_Used,Total_Rides_x,Rides_Per_Month,Total_Amount_Spent_INR,Avg_Fare_Per_Ride_INR_x,Promo_Codes_Used,Referrals_Made,Rating_Given_to_Drivers,Customer_Rating,Cancellations,Cancellation_Rate_Pct_x,Complaints_Raised,Last_Complaint_Type,Primary_Ride_Purpose,Peak_Hour_Preference,Night_Rides_Pct_x,Weekend_Rides_Pct,Surge_Rides_Pct,Last_Ride_Date,Days_Since_Last_Ride,Name_y,City_y,Area_y,Phone_y,License_Number,Vehicle_Number,Vehicle_Type_y,Vehicle_Age_Years,Fuel_Type,Vehicle_Ownership,Onboarding_Channel,Join_Date,Experience_Years,Verification_Status,Languages_Known,Availability_Status,Shift_Preference,Daily_Online_Hours,Total_Rides_y,Rating_x,Driver_Badge,Acceptance_Rate_Pct,Completion_Rate_Pct,Cancellation_Rate_Pct_y,Total_Earnings_INR,Monthly_Avg_Earnings_INR,Avg_Fare_Per_Ride_INR_y,Incentives_Earned,Penalties_Received,Last_Penalty_Reason,Complaints_Received,Compliments_Received,Peak_Hour_Rides_Pct,Night_Rides_Pct_y,Surge_Acceptance_Pct,Last_Active_Date,Days_Since_Last_Active,Feedback_ID,Customer_ID_y,Driver_ID_y,Reviewer_Type,Feedback_Type,Feedback_Channel,Feedback_Date,Day_of_Week_y,Month_y,Quarter_y,Is_Peak_Hour_y,Rating_y,Sentiment,Comment,Word_Count,Has_Emoji,Issue_Flag,Issue_Category,Follow_Up_Required,Response_Status,Response_Date,Resolution_Days,Escalated,Compensation_Given,Helpful_Votes,Repeat_Feedback
TRIP000419,CUST00462,DRV00801,LOC_PUN_013,LOC_PUN_005,2023-01-02 23:42:52,2023-01-03 00:43:52,TM_202301022342,TM_202301030043,Monday,January,Q1,No,Yes,No,Autorickshaw,27.46,61,800.87,0.0,800.87,0.0,1.75,Completed,,Wallet,No,Medical,4.5,3.3,Sanjay Mishra,Female,36-45,Mumbai,Powai,+91-7844480504,2021-12-23,Web,Silver,No,Cash,Mini Cab,Cab,91,2.47,15180.95,158.29,12,12,4.2,4.7,0,0.0,1,Rude Driver,School/College,Night (9PM-12AM),31.1,47.4,15.3,2023-01-24,707,Sanjay Bhosale,Pune,Baner,+91-7659569537,MH3324832530,MH13HZ1685,Autorickshaw,11,Petrol,Rented,Agent,2018-06-14,0.6,Pending,Marathi+Hindi,On Trip,Flexible,8.2,216,3.9,Bronze,58.1,88.6,8.6,25453.97,3535.27,130.25,45,4,Late Cancellation,2,13,27.2,14.1,59.0,2024-12-28,3,FBK000319,CUST00995,DRV00117,Driver,Vehicle Feedback,SMS,2024-12-09 23:38:00,Monday,December,Q4,No,4.5,Positive,"Excellent ride, driver was very polite and professional.",8.0,No,No,,No,Resolved,,,No,No,17.0,No
TRIP000420,CUST00605,DRV00973,LOC_PUN_006,LOC_PUN_012,2024-09-29 06:04:04,2024-09-29 06:21:04,TM_202409290604,TM_202409290621,Sunday,September,Q3,No,No,Yes,Mini Cab,8.86,17,291.1,0.0,291.1,0.0,2.0,Ongoing,,,No,Work/Office,,,Nikhil Patel,Male,18-25,Pune,Shivajinagar,+91-7313118361,2021-12-26,App,Platinum,No,UPI,Mini Cab,Both,296,8.07,28806.85,88.03,4,8,2.8,3.5,19,6.03,4,,Airport/Station,Afternoon (12-3PM),32.4,31.3,31.3,2023-10-02,456,Vivek Kadam,Pune,Aundh,+91-7235619227,MH3623309624,MH03GG9320,SUV,6,Diesel,Self-Owned,Agent,2018-11-23,4.9,Verified,Hindi+English,Offline,Morning (6AM-2PM),8.3,4058,3.1,Bronze,83.8,78.5,20.4,1209257.81,20565.61,264.45,22,4,Misconduct,9,24,45.4,24.1,71.7,2024-04-05,270,FBK000961,CUST00487,DRV00040,Customer,App Feedback,Call Center,2024-10-16 04:23:00,Wednesday,October,Q4,No,5.0,Positive,"Absolutely comfortable ride, no complaints at all.",7.0,Yes,No,,No,Closed,,,No,No,32.0,Yes
TRIP000421,CUST00982,DRV00331,LOC_PUN_003,LOC_PUN_010,2024-12-09 13:33:22,2024-12-09 13:48:22,TM_202412091333,TM_202412091348,Monday,December,Q4,No,No,No,Mini Cab,8.26,15,166.68,0.0,166.68,0.0,1.0,Completed,,Wallet,No,Leisure,3.2,4.5,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Rakesh Gupta,Mumbai,Andheri,+91-9517256510,MH0924911647,MH14HG3500,Autorickshaw,1,Petrol,Rented,Agent,2021-02-01,7.8,Verified,Marathi,Online,Flexible,12.8,3219,3.6,Bronze,70.7,85.3,18.2,403262.52,4308.36,112.47,0,4,Late Cancellation,5,20,69.8,22.8,64.6,2024-07-07,177,FBK000479,CUST00733,DRV00005,Driver,Driver Feedback,SMS,2024-05-25 06:49:00,Saturday,May,Q2,No,2.0,Negative,Driver was very rude and unprofessional.,6.0,Yes,Yes,App Error,Yes,Resolved,2024-05-27 10:49:00,2.0,No,No,13.0,No
TRIP000421,CUST00982,DRV00331,LOC_PUN_003,LOC_PUN_010,2024-12-09 13:33:22,2024-12-09 13:48:22,TM_202412091333,TM_202412091348,Monday,December,Q4,No,No,No,Mini Cab,8.26,15,166.68,0.0,166.68,0.0,1.0,Completed,,Wallet,No,Leisure,3.2,4.5,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Rakesh Gupta,Mumbai,Andheri,+91-9517256510,MH0924911647,MH14HG3500,Autorickshaw,1,Petrol,Rented,Agent,2021-02-01,7.8,Verified,Marathi,Online,Flexible,12.8,3219,3.6,Bronze,70.7,85.3,18.2,403262.52,4308.36,112.47,0,4,Late Cancellation,5,20,69.8,22.8,64.6,2024-07-07,177,FBK000800,CUST00740,DRV00771,Customer,App Feedback,In-App Chat,2023-05-13 21:24:00,Saturday,May,Q2,Yes,3.0,Neutral,"Trip completed without issues, average speed maintained.",7.0,Yes,No,,No,Pending,,,No,No,16.0,No
TRIP000422,CUST00826,DRV00106,LOC_PUN_002,LOC_PUN_006,2024-07-09 16:09:07,2024-07-09 16:32:07,TM_202407091609,TM_202407091632,Tuesday,July,Q3,No,No,No,Autorickshaw,4.87,23,95.78,0.0,95.78,0.0,1.0,Completed,,Wallet,No,Leisure,4.9,4.2,Ananya Singh,Female,26-35,Mumbai,Thane,+91-8802552553,2022-09-28,Referral,Platinum,No,Wallet,Sedan,Both,210,7.64,64519.92,275.89,23,6,4.5,3.7,6,2.78,4,,Airport/Station,Morning (7-10AM),22.8,12.6,8.5,2023-10-19,439,Vivek Mane,Pune,Shivajinagar,+91-8892451531,MH0720464962,MH09IG9042,Mini Cab,4,Petrol,Self-Owned,App,2020-01-27,12.7,Verified,Marathi+Hindi,Offline,Morning (6AM-2PM),7.3,2970,4.1,Silver,87.2,70.3,30.0,513889.37,3371.98,180.04,46,2,Overcharging,6,8,50.3,28.5,58.9,2024-10-21,71,FBK000111,CUST00366,DRV00738,Driver,App Feedback,App,2024-08-28 08:49:00,Wednesday,August,Q3,Yes,5.0,Positive,Clean cab with great music. Enjoyable ride.,7.0,No,No,,No,Resolved,,,No,No,35.0,No
TRIP000422,CUST00826,DRV00106,LOC_PUN_002,LOC_PUN_006,2024-07-09 16:09:07,2024-07-09 16:32:07,TM_202407091609,TM_202407091632,Tuesday,July,Q3,No,No,No,Autorickshaw,4.87,23,95.78,0.0,95.78,0.0,1.0,Completed,,Wallet,No,Leisure,4.9,4.2,Ananya Singh,Female,26-35,Mumbai,Thane,+91-8802552553,2022-09-28,Referral,Platinum,No,Wallet,Sedan,Both,210,7.64,64519.92,275.89,23,6,4.5,3.7,6,2.78,4,,Airport/Station,Morning (7-10AM),22.8,12.6,8.5,2023-10-19,439,Vivek Mane,Pune,Shivajinagar,+91-8892451531,MH0720464962,MH09IG9042,Mini Cab,4,Petrol,Self-Owned,App,2020-01-27,12.7,Verified,Marathi+Hindi,Offline,Morning (6AM-2PM),7.3,2970,4.1,Silver,87.2,70.3,30.0,513889.37,3371.98,180.04,46,2,Overcharging,6,8,50.3,28.5,58.9,2024-10-21,71,FBK000814,CUST00919,DRV00343,Customer,Overall Experience,Email,2024-10-31 13:04:00,Thursday,October,Q4,No,4.5,Positive,"Driver followed all traffic rules, felt very safe.",8.0,No,No,,No,Resolved,,,No,No,23.0,Yes
TRIP000423,CUST00256,DRV00190,LOC_PUN_004,LOC_PUN_010,2023-04-11 04:27:43,2023-04-11 05:19:43,TM_202304110427,TM_202304110519,Tuesday,April,Q2,No,Yes,No,Sedan,15.47,52,604.11,0.0,604.11,15.14,1.5,Completed,,Wallet,No,Medical,3.0,3.1,Pallavi Shah,Female,26-35,Mumbai,Goregaon,+91-7697114804,2021-05-26,App,Platinum,No,Cash,Autorickshaw,Both,209,4.77,16991.19,73.36,1,12,4.1,4.8,4,1.88,4,,Shopping,Evening (5-9PM),17.2,51.6,33.5,2024-03-31,275,Vivek Thorat,Pune,Shivajinagar,+91-8099688578,MH2324599900,MH18PX2132,Sedan,10,Petrol,Self-Owned,App,2022-05-24,14.8,Verified,Marathi+Hindi+English,Offline,Night (10PM-6AM),9.7,5501,3.8,Bronze,96.2,85.6,10.9,1848135.43,10406.17,326.77,30,3,Route Deviation,5,5,54.9,10.4,74.8,2024-09-18,104,FBK000665,CUST00587,DRV00214,Driver,App Feedback,SMS,2024-08-07 14:29:00,Wednesday,August,Q3,No,1.0,Negative,Driver cancelled midway without any explanation.,6.0,No,Yes,Payment Issue,Yes,Pending,2024-08-08 19:29:00,1.0,No,No,6.0,No
TRIP000424,CUST00716,DRV00724,LOC_MUM_005,LOC_MUM_003,2024-02-14 23:17:25,2024-02-14 23:19:25,TM_202402142317,TM_202402142319,Wednesday,February,Q1,No,Yes,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Weather,,No,Shopping,,,Kiran Singh,Male,55+,Mumbai,Borivali,+91-7713624801,2022-10-08,Offline,Silver,Yes,UPI,Any,Cab,84,3.09,19579.66,222.3,15,7,4.8,4.6,16,16.0,1,Overcharging,Medical,Night (9PM-12AM),28.3,52.1,22.9,2024-11-29,32,Naresh Shah,Pune,Viman Nagar,+91-7061649029,MH1822204748,MH15LI6264,Autorickshaw,2,CNG,Rented,Referral,2022-05-19,7.9,Verified,Hindi+English,Offline,Morning (6AM-2PM),6.0,5665,4.2,Silver,85.3,77.8,18.2,541558.1,5712.64,89.61,23,5,Late Cancellation,1,21,23.1,18.8,35.6,2024-08-22,131,FBK000064,CUST00786,DRV00402,Driver,App Feedback,SMS,2023-12-24 00:44:00,Sunday,December,Q4,No,3.0,Neutral,"Journey was fine, took a different route than expected.",9.0,No,Yes,Driver Behaviour,No,Pending,2023-12-26 05:44:00,2.0,No,No,8.0,No
TRIP000424,CUST00716,DRV00724,LOC_MUM_005,LOC_MUM_003,2024-02-14 23:17:25,2024-02-14 23:19:25,TM_202402142317,TM_202402142319,Wednesday,February,Q1,No,Yes,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Weather,,No,Shopping,,,Kiran Singh,Male,55+,Mumbai,Borivali,+91-7713624801,2022-10-08,Offline,Silver,Yes,UPI,Any,Cab,84,3.09,19579.66,222.3,15,7,4.8,4.6,16,16.0,1,Overcharging,Medical,Night (9PM-12AM),28.3,52.1,22.9,2024-11-29,32,Naresh Shah,Pune,Viman Nagar,+91-7061649029,MH1822204748,MH15LI6264,Autorickshaw,2,CNG,Rented,Referral,2022-05-19,7.9,Verified,Hindi+English,Offline,Morning (6AM-2PM),6.0,5665,4.2,Silver,85.3,77.8,18.2,541558.1,5712.64,89.61,23,5,Late Cancellation,1,21,23.1,18.8,35.6,2024-08-22,131,FBK000149,CUST00808,DRV00194,Driver,Vehicle Feedback,Email,2024-11-21 07:50:00,Thursday,November,Q4,Yes,2.0,Negative,"Waited 30 minutes, driver never showed up.",7.0,No,Yes,Vehicle Condition,Yes,Escalated,2024-11-23 10:50:00,2.0,Yes,Yes,14.0,No
TRIP000425,CUST00889,DRV00678,LOC_PUN_004,LOC_PUN_013,2023-11-20 17:29:43,2023-11-20 17:52:43,TM_202311201729,TM_202311201752,Monday,November,Q4,Yes,No,No,Mini Cab,3.39,23,81.23,0.0,81.23,0.0,1.0,Ongoing,,,Yes,Airport/Station,,,Kiran Desai,Female,36-45,Pune,Hinjewadi,+91-7485027326,2023-10-11,App,Gold,No,UPI,SUV,Both,138,9.26,44224.52,344.06,5,14,3.2,4.3,6,4.17,2,,Work/Office,Morning (7-10AM),6.4,25.9,16.3,2023-11-14,413,Sagar Shinde,Pune,Kothrud,+91-7632792348,MH1120780874,MH18NS1654,Autorickshaw,10,CNG,Self-Owned,App,2023-06-05,8.0,Verified,Marathi+Hindi,On Trip,Morning (6AM-2PM),11.9,5602,4.1,Silver,66.2,90.3,5.6,405699.0,4226.03,82.45,8,2,Late Cancellation,3,7,32.4,30.7,31.5,2024-07-07,177,FBK000516,CUST00803,DRV00913,Driver,Overall Experience,App,2024-06-25 02:21:00,Tuesday,June,Q2,No,4.5,Positive,"Excellent navigation, avoided all traffic jams.",6.0,No,No,,No,Closed,,,No,No,17.0,No
TRIP000426,CUST00699,DRV00023,LOC_MUM_001,LOC_MUM_005,2023-09-15 07:57:27,2023-09-15 08:47:27,TM_202309150757,TM_202309150847,Friday,September,Q3,Yes,No,No,Autorickshaw,28.2,50,568.5,0.0,568.5,24.39,1.25,Completed,,Card,No,Airport/Station,4.8,3.1,Amit Pandey,Female,55+,Pune,Hinjewadi,+91-8260968059,2020-03-15,Offline,Gold,No,Cash,Any,Both,185,3.17,97909.43,492.07,19,2,4.8,4.3,17,8.42,1,Route Issue,Work/Office,Evening (5-9PM),34.7,46.6,28.9,2023-03-06,666,Prakash Gupta,Pune,Wakad,+91-9644652213,MH3624353016,MH02EE8482,Mini Cab,10,Petrol,Self-Owned,Agent,2022-12-06,4.3,Verified,Marathi+Hindi,Online,Night (10PM-6AM),4.6,1858,2.9,Bronze,78.0,92.0,7.1,313824.29,6081.87,197.73,3,0,,3,20,53.9,31.3,85.8,2024-04-20,255,FBK000944,CUST00246,DRV00209,Driver,App Feedback,Call Center,2024-09-17 14:19:00,Tuesday,September,Q3,No,3.0,Neutral,"Decent service, a bit slow due to traffic.",8.0,No,Yes,App Error,No,Closed,2024-09-19 18:19:00,2.0,No,No,10.0,No
TRIP000427,CUST00990,DRV00070,LOC_PUN_002,LOC_PUN_006,2024-08-22 17:00:58,2024-08-22 17:04:58,TM_202408221700,TM_202408221704,Thursday,August,Q3,Yes,No,No,Mini Cab,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Customer Cancelled,,No,Shopping,,,Pooja Mehta,Female,36-45,Mumbai,Bandra,+91-7677595520,2022-07-10,Offline,Platinum,Yes,UPI,SUV,Both,208,6.9,66433.91,353.56,22,13,3.2,4.2,2,0.95,4,Late Pickup,Airport/Station,Evening (5-9PM),26.3,41.0,37.8,2024-11-20,41,Ganesh Gaikwad,Mumbai,Malad,+91-7029987248,MH2520542162,MH10EH5615,SUV,9,Diesel,Self-Owned,Agent,2020-02-27,14.6,Verified,Marathi+Hindi+English,Online,Night (10PM-6AM),12.7,11551,4.0,Silver,72.4,83.4,17.9,6238722.57,35609.15,528.08,16,3,Late Cancellation,3,21,65.9,25.5,34.2,2024-04-23,252,FBK000520,CUST00510,DRV00784,Driver,Overall Experience,In-App Chat,2023-05-06 10:56:00,Saturday,May,Q2,Yes,3.0,Neutral,"Normal ride, met basic expectations.",5.0,No,No,,No,Pending,,,No,No,8.0,Yes
TRIP000428,CUST00756,DRV00380,LOC_MUM_015,LOC_MUM_013,2024-06-20 06:30:14,2024-06-20 07:57:14,TM_202406200630,TM_202406200757,Thursday,June,Q2,No,No,No,Sedan,27.35,87,882.62,147.21,735.41,0.0,1.25,Completed,,Net Banking,Yes,Shopping,4.0,3.3,Neha Kulkarni,Male,46-55,Mumbai,Borivali,+91-8472548754,2021-06-30,App,Platinum,No,Card,SUV,Both,202,4.73,22075.0,96.34,18,14,3.6,4.8,17,7.76,0,,Airport/Station,Night (9PM-12AM),42.3,57.0,16.4,2023-01-02,729,Umesh Jadhav,Mumbai,Powai,+91-7593813038,MH2520936237,MH10NH8038,Mini Cab,10,CNG,Self-Owned,Referral,2021-06-24,1.1,Verified,Marathi+Hindi+English,Offline,Morning (6AM-2PM),10.3,832,3.2,Bronze,64.8,85.3,14.4,150604.63,11409.44,166.04,17,5,Route Deviation,0,4,58.8,30.6,76.3,2024-12-02,29,FBK000283,CUST00278,DRV00569,Customer,Overall Experience,Call Center,2023-07-28 13:18:00,Friday,July,Q3,No,4.0,Positive,"Reached on time, very smooth experience overall.",7.0,No,No,,No,Closed,,,No,No,36.0,Yes
TRIP000429,CUST00798,DRV00142,LOC_MUM_006,LOC_MUM_012,2024-10-14 03:41:03,2024-10-14 04:21:03,TM_202410140341,TM_202410140421,Monday,October,Q4,No,Yes,No,SUV,19.77,40,601.56,0.0,601.56,34.73,1.0,Completed,,UPI,No,School/College,3.8,3.3,Kiran Kumar,Female,18-25,Mumbai,Borivali,+91-9693658374,2021-03-23,Web,Bronze,No,Card,Autorickshaw,Autorickshaw,6,0.13,1580.4,242.39,18,1,4.7,3.6,7,53.85,3,Late Pickup,Work/Office,Late Night (12-5AM),21.7,33.1,21.1,2023-12-26,371,Rajesh Pawar,Mumbai,Powai,+91-9763644748,MH2422347782,MH02WA5660,Mini Cab,6,CNG,Self-Owned,App,2022-04-22,7.3,Verified,Marathi,Break,Afternoon (2PM-10PM),7.3,2517,3.6,Bronze,55.3,77.3,22.5,247713.23,2827.78,115.29,34,0,,7,23,28.5,36.0,37.8,2024-02-15,320,FBK000256,CUST00661,DRV00129,Driver,Overall Experience,App,2023-11-26 00:18:00,Sunday,November,Q4,No,4.5,Positive,Great experience! Will definitely use again.,6.0,No,No,,No,Resolved,,,No,No,27.0,Yes
TRIP000430,CUST00160,DRV00070,LOC_PUN_015,LOC_PUN_009,2023-01-17 12:08:48,2023-01-17 12:18:48,TM_202301171208,TM_202301171218,Tuesday,January,Q1,No,No,No,Mini Cab,1.4,10,55.8,0.0,55.8,0.0,1.5,Completed,,Cash,No,Airport/Station,4.2,3.0,Vikram Mishra,Female,18-25,Mumbai,Chembur,+91-7240017113,2022-03-26,App,Platinum,No,UPI,SUV,Both,284,8.43,82798.78,328.9,11,11,3.5,3.5,12,4.05,3,,Work/Office,Evening (5-9PM),1.7,32.8,15.3,2023-01-10,721,Ganesh Gaikwad,Mumbai,Malad,+91-7029987248,MH2520542162,MH10EH5615,SUV,9,Diesel,Self-Owned,Agent,2020-02-27,14.6,Verified,Marathi+Hindi+English,Online,Night (10PM-6AM),12.7,11551,4.0,Silver,72.4,83.4,17.9,6238722.57,35609.15,528.08,16,3,Late Cancellation,3,21,65.9,25.5,34.2,2024-04-23,252,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000431,CUST00389,DRV00522,LOC_PUN_015,LOC_PUN_007,2024-03-30 18:07:57,2024-03-30 18:21:57,TM_202403301807,TM_202403301821,Saturday,March,Q1,Yes,No,Yes,Mini Cab,1.96,14,91.14,9.19,81.95,47.53,1.75,Completed,,Card,Yes,Work/Office,4.7,4.6,Vijay Sharma,Female,55+,Mumbai,Borivali,+91-8396195403,2023-03-17,Referral,Silver,No,Wallet,Autorickshaw,Cab,62,2.84,18030.83,278.23,9,4,4.7,3.9,7,10.14,4,Route Issue,Medical,Afternoon (12-3PM),10.5,48.4,36.1,2024-07-10,174,Rajesh Kulkarni,Pune,Aundh,+91-9173326029,MH3623874102,MH02QX5548,Autorickshaw,2,CNG,Self-Owned,Agent,2022-12-03,7.7,Verified,Hindi+English,On Trip,Flexible,11.3,4754,2.7,Bronze,76.8,70.8,30.0,568319.52,6150.64,139.16,15,4,Misconduct,3,8,45.0,18.4,42.9,2024-08-17,136,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000432,CUST00288,DRV00431,LOC_PUN_008,LOC_PUN_007,2024-03-23 09:42:13,2024-03-23 09:45:13,TM_202403230942,TM_202403230945,Saturday,March,Q1,Yes,No,Yes,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Customer Cancelled,,No,Airport/Station,,,Pallavi Gupta,Male,26-35,Pune,Hinjewadi,+91-9306078337,2020-05-12,App,Silver,No,UPI,SUV,Cab,48,0.85,17117.83,314.03,24,4,3.9,4.5,15,23.81,1,,Work/Office,Evening (5-9PM),17.0,28.8,35.1,2023-06-23,557,Santosh Shinde,Mumbai,Bandra,+91-8434790567,MH0924352924,MH20TP5208,Mini Cab,1,Diesel,Self-Owned,Camp,2023-10-19,8.3,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),10.6,4997,3.0,Bronze,61.6,82.5,13.5,847007.62,8504.09,176.5,2,3,Route Deviation,9,10,36.4,39.1,42.8,2024-04-19,256,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000433,CUST00212,DRV00065,LOC_MUM_003,LOC_MUM_006,2024-03-10 00:37:35,2024-03-10 01:40:35,TM_202403100037,TM_202403100140,Sunday,March,Q1,No,Yes,Yes,SUV,26.7,63,2058.0,279.59,1778.41,0.0,2.5,Completed,,Net Banking,Yes,Medical,3.2,3.1,Rahul Reddy,Female,26-35,Mumbai,Powai,+91-8801119587,2023-06-13,Web,Gold,No,UPI,Mini Cab,Both,153,8.1,22567.9,150.9,1,4,3.2,4.5,15,8.93,2,Route Issue,Work/Office,Night (9PM-12AM),37.2,44.0,11.7,2024-03-23,283,Vijay Deshmukh,Mumbai,Borivali,+91-7037789557,MH3121296250,MH17IJ9850,Autorickshaw,1,Petrol,Self-Owned,Agent,2019-02-04,13.1,Pending,Marathi+Hindi+English,On Trip,Morning (6AM-2PM),8.5,7061,3.8,Bronze,65.9,72.6,28.5,631231.77,4015.47,98.19,46,3,Route Deviation,2,25,50.4,36.2,88.8,2024-07-07,177,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000434,CUST00542,DRV00650,LOC_PUN_009,LOC_PUN_004,2023-04-27 09:56:28,2023-04-27 10:30:28,TM_202304270956,TM_202304271030,Thursday,April,Q2,Yes,No,No,SUV,21.08,34,1104.32,0.0,1104.32,30.86,1.75,Completed,,Cash,No,Shopping,4.0,3.2,Shreya Reddy,Female,18-25,Mumbai,Dadar,+91-9361945382,2020-02-04,Referral,Gold,No,Net Banking,Any,Both,131,2.19,82318.08,582.29,26,11,2.8,3.4,16,10.88,4,,School/College,Night (9PM-12AM),7.6,35.0,15.6,2023-05-25,586,Suresh Kadam,Pune,Hinjewadi,+91-9028798891,MH3323765210,MH03DO8344,Mini Cab,5,Electric,Self-Owned,Camp,2021-07-29,1.4,Pending,Marathi+Hindi,Online,Morning (6AM-2PM),5.0,1203,2.8,Bronze,60.9,72.2,27.4,211298.0,12577.26,190.58,13,5,Route Deviation,1,13,41.6,33.6,34.8,2024-08-26,127,FBK000076,CUST00612,DRV00548,Customer,Driver Feedback,In-App Chat,2023-03-31 19:41:00,Friday,March,Q1,Yes,1.5,Negative,Driver was talking on phone throughout the journey.,8.0,No,Yes,Late Pickup,Yes,Escalated,2023-04-01 10:41:00,0.0,Yes,No,9.0,No
TRIP000434,CUST00542,DRV00650,LOC_PUN_009,LOC_PUN_004,2023-04-27 09:56:28,2023-04-27 10:30:28,TM_202304270956,TM_202304271030,Thursday,April,Q2,Yes,No,No,SUV,21.08,34,1104.32,0.0,1104.32,30.86,1.75,Completed,,Cash,No,Shopping,4.0,3.2,Shreya Reddy,Female,18-25,Mumbai,Dadar,+91-9361945382,2020-02-04,Referral,Gold,No,Net Banking,Any,Both,131,2.19,82318.08,582.29,26,11,2.8,3.4,16,10.88,4,,School/College,Night (9PM-12AM),7.6,35.0,15.6,2023-05-25,586,Suresh Kadam,Pune,Hinjewadi,+91-9028798891,MH3323765210,MH03DO8344,Mini Cab,5,Electric,Self-Owned,Camp,2021-07-29,1.4,Pending,Marathi+Hindi,Online,Morning (6AM-2PM),5.0,1203,2.8,Bronze,60.9,72.2,27.4,211298.0,12577.26,190.58,13,5,Route Deviation,1,13,41.6,33.6,34.8,2024-08-26,127,FBK000585,CUST00414,DRV00397,Driver,App Feedback,Email,2023-07-07 04:28:00,Friday,July,Q3,No,4.0,Positive,"AC was working perfectly, very pleasant ride.",7.0,No,No,,No,Resolved,,,No,No,13.0,No
TRIP000434,CUST00542,DRV00650,LOC_PUN_009,LOC_PUN_004,2023-04-27 09:56:28,2023-04-27 10:30:28,TM_202304270956,TM_202304271030,Thursday,April,Q2,Yes,No,No,SUV,21.08,34,1104.32,0.0,1104.32,30.86,1.75,Completed,,Cash,No,Shopping,4.0,3.2,Shreya Reddy,Female,18-25,Mumbai,Dadar,+91-9361945382,2020-02-04,Referral,Gold,No,Net Banking,Any,Both,131,2.19,82318.08,582.29,26,11,2.8,3.4,16,10.88,4,,School/College,Night (9PM-12AM),7.6,35.0,15.6,2023-05-25,586,Suresh Kadam,Pune,Hinjewadi,+91-9028798891,MH3323765210,MH03DO8344,Mini Cab,5,Electric,Self-Owned,Camp,2021-07-29,1.4,Pending,Marathi+Hindi,Online,Morning (6AM-2PM),5.0,1203,2.8,Bronze,60.9,72.2,27.4,211298.0,12577.26,190.58,13,5,Route Deviation,1,13,41.6,33.6,34.8,2024-08-26,127,FBK000648,CUST00395,DRV00723,Customer,App Feedback,In-App Chat,2024-09-20 22:45:00,Friday,September,Q3,No,2.0,Negative,Driver cancelled midway without any explanation.,6.0,No,Yes,Payment Issue,Yes,Under Review,2024-09-21 21:45:00,0.0,No,No,9.0,Yes
